id|song_name|artist|lyric|lyric_by_es
491|El patio de la Morocha|Cátulo Castillo|Patio de la morocha que allá en el tiempo tuvo frescor de sombras como el alero. Sobre tu piso pobre ladrillos viejos, junto a mi pecho triste sus ojos negros diciendo adiós, diciendo adiós ...Con el recuerdo de este tango vuelvo a verla. Con el recuerdo de este tango juguetón que me habla de ella. Tal vez el patio y el cedrón que me llamaba y su carita de ilusión que se asomaba. Y en el jirón de alguna linda medialuna, su cara bruna que me miraba...Feliz paisaje de vida que duele como una herida. Pobre retazo de sueño que acaso no tenga dueño. Si estaba el alma en pedazos, cómo ingratos sus ojazos cuanto más amor pidieron se me fueron...¡Muchacha criolla del tiempo aquel! Tango dulzón y orillero que al corazón le reprocha, cruel, la ausencia de la morocha y el viejo patio que quiero...Sobre tu piso pobre, ladrillos viejos. Junto a mi pecho triste, sus ojos negros diciendo adiós, diciendo adiós...|Patio de la morocha que allá en el tiempo tuvo frescor de sombras como el alero. Sobre tu piso pobre ladrillos viejos, junto a mi pecho triste sus ojos negros diciendo adiós, diciendo adiós ...<>Con el recuerdo de este tango vuelvo a verla. Con el recuerdo de este tango juguetón que me habla de ella. Tal vez el patio y el cedrón que me llamaba y su carita de ilusión que se asomaba. Y en el jirón de alguna linda medialuna, su cara bruna que me miraba...<>Feliz paisaje de vida que duele como una herida. Pobre retazo de sueño que acaso no tenga dueño. Si estaba el alma en pedazos, cómo ingratos sus ojazos cuanto más amor pidieron se me fueron...<>¡Muchacha criolla del tiempo aquel! Tango dulzón y orillero que al corazón le reprocha, cruel, la ausencia de la morocha y el viejo patio que quiero...<>Sobre tu piso pobre, ladrillos viejos. Junto a mi pecho triste, sus ojos negros diciendo adiós, diciendo adiós...<>
492|Verano Porteño|Quinteto Revolucionario||<>
493|La Violetera|Carlos Gardel|La linda violetera Sus flores va ofreciendo Las bromas respondiendo Con gracia espiritual Al serio, al alegre al rico Y al pobrete Le deja un ramillete Prendido en el ojal Las mesas del concierto Ruidosas de alegría Con bella mercancía Se acerca a perfumar Y en este reino loco Del vino y de la risa Serena se desliza Diciendo así al pasarCaballeros son mis flores Mascotitas de fortuna Y han de verlo en sus amores Si se quedan con alguna De las que yo les ofrezco aquí Caballeros mis violetas Han brotado en los jardines Donde vagan los poetas Y adorables querubines Las cortaron para miLa linda violetera Mezclada en alegría Disfraza su agonía Con lírico pregón Y un día vio su alma Fragante cual sus flores Y fueron sus amores Pagados con traición Le queda del romance La más preciosa herencia La luz de su existencia Un nene que murió Por ella y por su dulce Retoño que se ha muerto De pronto en el concierto Pregona así mi vozCaballeros conmovido Desparramo el canastillo Y por ella yo les pido Que den vuelta a los bolsillos Todos los que tengan corazón Caballeros hay alguno Que no compre ni un ramito Al saber que cada uno Dará pan para un nenito Y a una madre protección|La linda violetera Sus flores va ofreciendo Las bromas respondiendo Con gracia espiritual Al serio, al alegre al rico Y al pobrete Le deja un ramillete Prendido en el ojal Las mesas del concierto Ruidosas de alegría Con bella mercancía Se acerca a perfumar Y en este reino loco Del vino y de la risa Serena se desliza Diciendo así al pasar<>Caballeros son mis flores Mascotitas de fortuna Y han de verlo en sus amores Si se quedan con alguna De las que yo les ofrezco aquí Caballeros mis violetas Han brotado en los jardines Donde vagan los poetas Y adorables querubines Las cortaron para mi<>La linda violetera Mezclada en alegría Disfraza su agonía Con lírico pregón Y un día vio su alma Fragante cual sus flores Y fueron sus amores Pagados con traición Le queda del romance La más preciosa herencia La luz de su existencia Un nene que murió Por ella y por su dulce Retoño que se ha muerto De pronto en el concierto Pregona así mi voz<>Caballeros conmovido Desparramo el canastillo Y por ella yo les pido Que den vuelta a los bolsillos Todos los que tengan corazón Caballeros hay alguno Que no compre ni un ramito Al saber que cada uno Dará pan para un nenito Y a una madre protección<>
494|Yo no sé que me han hecho tus ojos|Francisco Canaro|Yo no se si es cariño el que siento, yo no se si será una pasión, sólo se que al no verte, una pena va rondando por mi corazón... Yo no se que me han hecho tus ojos que al mirarme me matan de amor, yo no se que me han hecho tus labios que al besar mis labios, se olvida el dolor.Tus ojos para mi son luces de ilusión, que alumbra la pasión que albergo para ti. Tus ojos son destellos que van reflejando ternura y amor. Tus ojos son divinos y me tienen preso en su alrededor. Tus ojos para mí son el reflejo fiel de un alma que al querer querrá con frenesí. Tus ojos para mí serán la luz de mi camino que con fe me guiarán por un sendero de esperanzas y esplendor porque sus ojos son, mi amor!Yo no se cuántas noches de insomnio en tus ojos pensando pasé; pero se que al dormirme una noche con tus ojos pensando soñé... Yo no se que me han hecho tus ojos que me embrujan con su resplandor, sólo se que yo llevo en el alma tu imagen marcada con el fuego de amor.|Yo no se si es cariño el que siento, yo no se si será una pasión, sólo se que al no verte, una pena va rondando por mi corazón... Yo no se que me han hecho tus ojos que al mirarme me matan de amor, yo no se que me han hecho tus labios que al besar mis labios, se olvida el dolor.<>Tus ojos para mi son luces de ilusión, que alumbra la pasión que albergo para ti. Tus ojos son destellos que van reflejando ternura y amor. Tus ojos son divinos y me tienen preso en su alrededor. Tus ojos para mí son el reflejo fiel de un alma que al querer querrá con frenesí. Tus ojos para mí serán la luz de mi camino que con fe me guiarán por un sendero de esperanzas y esplendor porque sus ojos son, mi amor!<>Yo no se cuántas noches de insomnio en tus ojos pensando pasé; pero se que al dormirme una noche con tus ojos pensando soñé... Yo no se que me han hecho tus ojos que me embrujan con su resplandor, sólo se que yo llevo en el alma tu imagen marcada con el fuego de amor.<>
495|Los Amores Con La Crisis|Tita Merello|Los amores con la crisis Están dificiles, están dificiles Y los muchachos se hacen los giles Se acabaron los regalos Y los que te adoran, y los que te adoran Hoy, te laboran de conversaciónY te dan amor y amor Y te tienen sin morfar Y te dicen que querer Es querer y no formar Los vestidos, no los ves Una alhaja, no ligás Y en llegando a fin de mes De cabeza, te clavásLos muchachos con la crisis Se han embravecido, se han embravecido Ninguno agarra para marido Mucho grupo, mucha pinta Mucho bigotito, mucho bigotito Pero no quieren entrar en acciónHoy, los muchachos Muy finos y atentos Trabajan con cuentos A la pompadour Y te ofrecen toda su fortuna Y el Sol y la Luna Y si vas entrando Te largan mirando Mirando pa'l surLos amores con la crisis Están dificiles, están dificiles Y los muchachos se hacen los giles Se acabaron los regalos Y los que te adoran, y los que te adoran Hoy, te laboran de conversación|Los amores con la crisis Están dificiles, están dificiles Y los muchachos se hacen los giles Se acabaron los regalos Y los que te adoran, y los que te adoran Hoy, te laboran de conversación<>Y te dan amor y amor Y te tienen sin morfar Y te dicen que querer Es querer y no formar Los vestidos, no los ves Una alhaja, no ligás Y en llegando a fin de mes De cabeza, te clavás<>Los muchachos con la crisis Se han embravecido, se han embravecido Ninguno agarra para marido Mucho grupo, mucha pinta Mucho bigotito, mucho bigotito Pero no quieren entrar en acción<>Hoy, los muchachos Muy finos y atentos Trabajan con cuentos A la pompadour Y te ofrecen toda su fortuna Y el Sol y la Luna Y si vas entrando Te largan mirando Mirando pa'l sur<>Los amores con la crisis Están dificiles, están dificiles Y los muchachos se hacen los giles Se acabaron los regalos Y los que te adoran, y los que te adoran Hoy, te laboran de conversación<>
496|Barcelona|Pascual Contursi||<>
497|Tarde Gris|Carlos Gardel|Pese al dolor vengo a verte Lo supe ayer que te hallabas tan mal Yo que juré odiarte hasta la muerte No pude más y vine al hospital Por todo el mal que me has hecho Quise cobrar este amargo rencor Pero después sentí dentro del pecho Mi corazón latir con santo amor¿Por qué llorás? ¿Acaso mi presencia En este instante a vos también te apena? ¿O al recordar tu vida sin esencia Te arrepentiste y hoy querés ser buena? La tarde gris, tan gris como mi pena Acompañó mi quebranto por tu herida Porque tus besos trajeron a mi vida La dicha de soñar y el ansia de vivirNo vine aquí a reprocharte Todo pasó y prefiero olvidar Lo quiere Dios que vuelva a perdonarte Y que otra vez volvamos a empezar Cuando se curen tus males Mi corazón volverá a despertar Retornarán los mansos manantiales Y como ayer tendremos un hogar|Pese al dolor vengo a verte Lo supe ayer que te hallabas tan mal Yo que juré odiarte hasta la muerte No pude más y vine al hospital Por todo el mal que me has hecho Quise cobrar este amargo rencor Pero después sentí dentro del pecho Mi corazón latir con santo amor<>¿Por qué llorás? ¿Acaso mi presencia En este instante a vos también te apena? ¿O al recordar tu vida sin esencia Te arrepentiste y hoy querés ser buena? La tarde gris, tan gris como mi pena Acompañó mi quebranto por tu herida Porque tus besos trajeron a mi vida La dicha de soñar y el ansia de vivir<>No vine aquí a reprocharte Todo pasó y prefiero olvidar Lo quiere Dios que vuelva a perdonarte Y que otra vez volvamos a empezar Cuando se curen tus males Mi corazón volverá a despertar Retornarán los mansos manantiales Y como ayer tendremos un hogar<>
498|El Tango de La Muerte|Carlos Gardel|No tengo amigos, no tengo amores, no tengo patria, ni religión. solo amarguras tengo en el alma y juna malaya mi corazón. Mas no por eso yo me lamento pues siempre tengo en la ocasión, para mis quejas una milonga; para mis penas una canción.Que me importa de la vida, si nadie me va a llorar. Quien me lloraba se ha muerto y esa muerte me ha matao Desde entonces desafío al jilguero y al zorzal, quien mejor cantando ahoga las tristezas de su mal.Milonga mía no me abandones, Tenerte siempre quiero, a mi lao. Que no me falte cuando yo muera una milonga para cantar.|No tengo amigos, no tengo amores, no tengo patria, ni religión. solo amarguras tengo en el alma y juna malaya mi corazón. Mas no por eso yo me lamento pues siempre tengo en la ocasión, para mis quejas una milonga; para mis penas una canción.<>Que me importa de la vida, si nadie me va a llorar. Quien me lloraba se ha muerto y esa muerte me ha matao Desde entonces desafío al jilguero y al zorzal, quien mejor cantando ahoga las tristezas de su mal.<>Milonga mía no me abandones, Tenerte siempre quiero, a mi lao. Que no me falte cuando yo muera una milonga para cantar.<>
499|La Maleva|Carlos Gardel|Maleva, que has vuelto al nido De tu garufa arrepentida Ya no sos la mantenida Que deslumbraba en el Pigall Ya no tenés más berretines De lujo y milonga De vicio y placer Volvés a tu vida primera Y la milonguera Vuelve a ser mujerTal vez algún día Oyendo un tango malevo Arderá en tu alma un deseo Que matará el corazón Vos, que siempre fuistes La reina de los festines Ya no querés copetines Ni tangos de bandoneónY ahora, de nuevo en tu barrio Y por todos respetada Viendo tu vieja encantada Con tu regeneración Dentro de tu corazón Has de pensar que el cariño Tendió su manto de armiño Para abrigarte mejor|Maleva, que has vuelto al nido De tu garufa arrepentida Ya no sos la mantenida Que deslumbraba en el Pigall Ya no tenés más berretines De lujo y milonga De vicio y placer Volvés a tu vida primera Y la milonguera Vuelve a ser mujer<>Tal vez algún día Oyendo un tango malevo Arderá en tu alma un deseo Que matará el corazón Vos, que siempre fuistes La reina de los festines Ya no querés copetines Ni tangos de bandoneón<>Y ahora, de nuevo en tu barrio Y por todos respetada Viendo tu vieja encantada Con tu regeneración Dentro de tu corazón Has de pensar que el cariño Tendió su manto de armiño Para abrigarte mejor<>
500|Llora Corazón|Carlos Gardel|Por no querer perdonarte Me está matando el dolor Y aunque mi rostro sonría Estoy llorando de amor Estoy llorando de amorLlora, lora corazón Llora si tienes porque Que no es delito en el hombre Llorar por una mujer Llorar por una mujerYo represento la playa Y tú las olas del mar Vienes a mí, me acaricias Me besas, y luego te vas Me besas, y luego te vasLlora, lora corazón Llora si tienes porque Que no es delito en el hombre Llorar por una mujer Llorar por una mujerTú me enseñaste a querer También me enseñaste a amar Del tiempo estoy aprendiendo El consuelo de olvidar El consuelo de olvidarLlora, lora corazón Llora si tienes porque Que no es delito en el hombre Llorar por una mujer Llorar por una mujer|Por no querer perdonarte Me está matando el dolor Y aunque mi rostro sonría Estoy llorando de amor Estoy llorando de amor<>Llora, lora corazón Llora si tienes porque Que no es delito en el hombre Llorar por una mujer Llorar por una mujer<>Yo represento la playa Y tú las olas del mar Vienes a mí, me acaricias Me besas, y luego te vas Me besas, y luego te vas<>Llora, lora corazón Llora si tienes porque Que no es delito en el hombre Llorar por una mujer Llorar por una mujer<>Tú me enseñaste a querer También me enseñaste a amar Del tiempo estoy aprendiendo El consuelo de olvidar El consuelo de olvidar<>Llora, lora corazón Llora si tienes porque Que no es delito en el hombre Llorar por una mujer Llorar por una mujer<>
